protocol,output,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,total_test_cases,n_folds
LOGO,DelP_Pa,0.997534155752018,0.005778603030523006,11.261995790450769,20.029547178376067,18.538221112152936,32.68502439571434,4608,6
LOGO,Nuavg,0.9789199605519728,0.022420857036073865,0.6180307260517438,0.3987726986561792,1.222667873617011,0.7783892713269301,4608,6
