split_name,family,target,score_method,coverage_target,actual_coverage,n,MAE,RMSE,MAPE_pct,Median_APE_pct,P95_APE_pct,Max_APE_pct,Bias,R2,model_family
random80_20,in_distribution,Nuavg,U_plus_D,0.95,0.9501084598698482,876,0.050841498340788334,0.1603895496879405,0.25653974435743987,0.0882227491940775,0.9506873743229265,7.218495701023861,0.0010438767144030827,0.9996580286850171,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D,0.9,0.9002169197396963,830,0.03844793750700948,0.11719599579853199,0.2213400813736345,0.08117358658131821,0.7506687382708565,7.218495701023861,0.006078802042922857,0.9997849045856705,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D,0.8,0.8004338394793926,738,0.03220040473425632,0.10907711428354788,0.19180052281364446,0.07280155320715298,0.6172258134226694,7.218495701023861,0.006186515259555166,0.9997747602690987,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D,0.7,0.7006507592190889,646,0.029804105091075773,0.10063656363345284,0.17447771265379255,0.06872215883630597,0.5763148846569442,7.218495701023861,0.007090160632062099,0.999806625610822,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_V,0.95,0.9501084598698482,876,0.05197260871151897,0.1662357853701757,0.26156751406388407,0.08773835069561085,0.963554260444333,7.218495701023861,0.0033820362414762476,0.9996403043609067,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_V,0.9,0.9002169197396963,830,0.04094114690103961,0.13654327638037056,0.2200467649601622,0.08093938554541044,0.7731762133487644,7.218495701023861,0.0031511432132087383,0.9997272261240499,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_V,0.8,0.8004338394793926,738,0.030388045141515746,0.10917069885681686,0.18595601404687198,0.07229309654554089,0.5977005990981045,7.218495701023861,0.0074631372553989744,0.9997752455869324,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_V,0.7,0.7006507592190889,646,0.02302454975656581,0.08645561996069845,0.14730254126646575,0.06183405159051093,0.46901200144680794,7.218495701023861,0.003689035104419998,0.9998318454917458,ExtraTrees
random80_20,in_distribution,Nuavg,D_plus_V,0.95,0.9501084598698482,876,0.07260100202986666,0.23193376417857706,0.32175473903171403,0.09346694946879423,1.4573980510197817,7.218495701023861,0.002279689274547554,0.9993463346237642,ExtraTrees
random80_20,in_distribution,Nuavg,D_plus_V,0.9,0.9002169197396963,830,0.0687671901861984,0.22054996846277655,0.3089448983845997,0.09164389494461592,1.411683712342641,7.218495701023861,0.0026679776403075654,0.9993963480941277,ExtraTrees
random80_20,in_distribution,Nuavg,D_plus_V,0.8,0.8004338394793926,738,0.060567689436406696,0.19549426876702622,0.28778156129158144,0.0882227491940775,1.2424326087247122,7.218495701023861,0.004563995968158419,0.9995018900305824,ExtraTrees
random80_20,in_distribution,Nuavg,D_plus_V,0.7,0.7006507592190889,646,0.05579415471532605,0.1825763290285888,0.26356030649582946,0.08260868176587564,1.0683719695066842,7.218495701023861,-0.0034156672876412743,0.9995773508252485,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D_plus_V,0.95,0.9501084598698482,876,0.050841498340788334,0.1603895496879405,0.25653974435743987,0.0882227491940775,0.9506873743229265,7.218495701023861,0.0010438767144030827,0.9996580286850171,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D_plus_V,0.9,0.9002169197396963,830,0.03844793750700948,0.11719599579853199,0.2213400813736345,0.08117358658131821,0.7506687382708565,7.218495701023861,0.006078802042922857,0.9997849045856705,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D_plus_V,0.8,0.8004338394793926,738,0.03220040473425632,0.10907711428354788,0.19180052281364446,0.07280155320715298,0.6172258134226694,7.218495701023861,0.006186515259555166,0.9997747602690987,ExtraTrees
random80_20,in_distribution,Nuavg,U_plus_D_plus_V,0.7,0.7006507592190889,646,0.029804105091075773,0.10063656363345284,0.17447771265379255,0.06872215883630597,0.5763148846569442,7.218495701023861,0.007090160632062099,0.999806625610822,ExtraTrees
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.95,0.9501084598698482,876,0.051525635984841535,0.17118342300590345,0.25755185518650464,0.08833729146953903,0.9237912541400736,7.218495701023861,-0.0013723166982961346,0.9996106389351489,ExtraTrees
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.9,0.9002169197396963,830,0.04631465194661596,0.1511305663340454,0.24282470768333614,0.08260868176587564,0.8543297061761453,7.218495701023861,0.003947530034337133,0.9996648257282604,ExtraTrees
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.8,0.8004338394793926,738,0.03955959831239496,0.12065870363671004,0.21881371497015614,0.07734580033163416,0.7629725920795755,7.218495701023861,0.005982402520746915,0.999771844990954,ExtraTrees
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.7,0.7006507592190889,646,0.0360556626424527,0.11322873309359557,0.20285910090813875,0.07229309654554089,0.7085789517427202,7.218495701023861,0.005004144845683134,0.9997809355290035,ExtraTrees
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.95,0.9501084598698482,876,0.0648181696616179,0.2195220375662217,0.2969458846652583,0.09112199130440816,1.1322636926066763,7.218495701023861,0.0057107065416471614,0.9993845880823214,ExtraTrees
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.9,0.9002169197396963,830,0.05223571927744228,0.16869045977092106,0.2665130610329381,0.08365079269181216,0.9557795650403503,7.218495701023861,0.011227000153196519,0.9995910856302789,ExtraTrees
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.8,0.8004338394793926,738,0.04302765701545175,0.13189974856159087,0.2337845568518162,0.08008791223418324,0.8575168087406912,7.218495701023861,0.007118450701158502,0.9997409851606989,ExtraTrees
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.7,0.7006507592190889,646,0.03690794705509744,0.11112284301499539,0.2091002126827547,0.0749613715167094,0.7200130475970065,7.218495701023861,0.007481831947704584,0.9998083897216461,ExtraTrees
random80_20,in_distribution,Nuavg,oracle_error_rank,0.95,0.9501084598698482,876,0.034865403849592455,0.07533042744374262,0.1805312223987314,0.08736702830075194,0.7024481205390543,1.5137784715576441,-0.0060200958589829556,0.9999288134001006,ExtraTrees
random80_20,in_distribution,Nuavg,oracle_error_rank,0.9,0.9002169197396963,830,0.02362541542324197,0.04201537321880066,0.13511421439287974,0.0787006013540602,0.4808544511387227,0.6909055862749521,-0.0025469102473813267,0.9999764490487176,ExtraTrees
random80_20,in_distribution,Nuavg,oracle_error_rank,0.8,0.8004338394793926,738,0.01533595796527183,0.024303365035550965,0.09283119994975694,0.06623460244984095,0.27791929341707156,0.33687726983945926,-0.00064044092157042,0.9999913302725256,ExtraTrees
