split_name,family,target,score_method,coverage_target,actual_coverage,n,MAE,RMSE,MAPE_pct,Median_APE_pct,P95_APE_pct,Max_APE_pct,Bias,R2
holdout_Re500,withheld_reynolds,DelP_Pa,V_only,0.95,0.9505208333333334,1095,429.0694133711904,697.6824151045222,58.412161482118414,59.02081689646073,62.206277127308105,62.969861861170386,-429.0694133711904,0.5484007920709743
holdout_Re500,withheld_reynolds,DelP_Pa,V_only,0.9,0.9001736111111112,1037,434.17221366968164,708.7104658255707,58.240732150888405,58.91853226260133,61.7318821880439,62.95956329013836,-434.17221366968164,0.5505052438555171
holdout_Re500,withheld_reynolds,DelP_Pa,V_only,0.8,0.8003472222222222,922,416.47030690793633,689.4992901051567,58.12808309427991,58.82660679410262,61.31583022624747,62.322402588498825,-416.47030690793633,0.5592764381163602
holdout_Re500,withheld_reynolds,DelP_Pa,V_only,0.7,0.7005208333333334,807,408.4848062179338,679.4367182500093,58.059479124282205,58.71934539430904,61.241973016451226,62.322402588498825,-408.4848062179338,0.5618437909695625
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D,0.95,0.9505208333333334,1095,438.5851925446005,717.2017413285676,58.371611881285034,59.000627473431784,62.25954880657842,63.00341610290478,-438.5851925446005,0.5511229307713965
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D,0.9,0.9001736111111112,1037,443.3083960637772,729.8494933355,58.377900163724696,59.02358413673029,62.25726182514644,63.00341610290478,-443.3083960637772,0.5547938310299212
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D,0.8,0.8003472222222222,922,437.9942169643175,733.6489706857506,58.415697837182066,59.04674587470299,62.26896215990491,63.00341610290478,-437.9942169643175,0.5634615275984016
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D,0.7,0.7005208333333334,807,455.7146635260192,758.2136859861622,58.3635391437403,59.057872505176945,62.25349079238213,63.00341610290478,-455.7146635260192,0.5607700643019211
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_V,0.95,0.9505208333333334,1095,438.58519254460043,717.2017413285676,58.371611881285034,59.000627473431784,62.25954880657842,63.00341610290478,-438.58519254460043,0.5511229307713966
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_V,0.9,0.9001736111111112,1037,443.6166463455669,730.3937776721693,58.383088411049634,59.03155084098943,62.25726182514644,63.00341610290478,-443.6166463455669,0.5548071948246694
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_V,0.8,0.8003472222222222,922,440.7909492085581,739.6124790751495,58.41781448514262,59.06355695137268,62.28360669592475,63.00341610290478,-440.7909492085581,0.5642885367061807
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_V,0.7,0.7005208333333334,807,449.6682397434337,752.1664213953461,58.41630837992732,59.116352046501845,62.300626265267894,63.00341610290478,-449.6682397434337,0.563501532956568
holdout_Re500,withheld_reynolds,DelP_Pa,D_plus_V,0.95,0.9505208333333334,1095,429.0694133711904,697.6824151045222,58.41216148211841,59.02081689646073,62.206277127308105,62.969861861170386,-429.0694133711904,0.5484007920709743
holdout_Re500,withheld_reynolds,DelP_Pa,D_plus_V,0.9,0.9001736111111112,1037,434.17221366968164,708.7104658255709,58.240732150888405,58.91853226260133,61.7318821880439,62.95956329013836,-434.17221366968164,0.550505243855517
