split_name,family,target,score_method,tolerance_pct,failure_rate,failure_AUROC,failure_AUPRC,AURC_MAPE_pct,full_MAE,full_RMSE,full_MAPE_pct,full_R2
holdout_Re100,withheld_reynolds,DelP_Pa,random_rejection,10.0,1.0,,,76.75295446202097,98.0938898530083,174.5437409995131,76.77215299759578,0.16771525082759808
holdout_Re250,withheld_reynolds,Nuavg,U_only,5.0,1.0,,,24.127159523148826,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,D_only,5.0,1.0,,,22.783693915632565,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,V_only,5.0,1.0,,,25.601204057737014,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,U_plus_D,5.0,1.0,,,23.0067503492671,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,U_plus_V,5.0,1.0,,,24.127159523148826,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,D_plus_V,5.0,1.0,,,22.783693915632565,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,U_plus_D_plus_V,5.0,1.0,,,23.0067503492671,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,U_2D_plus_V,5.0,1.0,,,22.89931941137769,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,conservative_U_D_V_max,5.0,1.0,,,22.845229948380357,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,oracle_error_rank,5.0,1.0,,,20.633333275393355,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,Nuavg,random_rejection,5.0,1.0,,,23.838252269163974,4.9031903234203655,5.594216813626036,23.97226201168336,0.4132994085915007
holdout_Re250,withheld_reynolds,DelP_Pa,U_only,10.0,1.0,,,65.00074612083418,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,D_only,10.0,1.0,,,65.33107058248119,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,V_only,10.0,1.0,,,64.68065801289306,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,U_plus_D,10.0,1.0,,,65.26067682340036,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,U_plus_V,10.0,1.0,,,65.00074612083418,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,D_plus_V,10.0,1.0,,,65.33107058248119,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,10.0,1.0,,,65.26067682340036,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,U_2D_plus_V,10.0,1.0,,,65.28636247591216,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,10.0,1.0,,,65.3370208786029,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,oracle_error_rank,10.0,1.0,,,63.30175910072839,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
holdout_Re250,withheld_reynolds,DelP_Pa,random_rejection,10.0,1.0,,,65.06766443932358,220.69404506273747,376.7988248871872,65.12846587739442,0.42394110843474575
