split_name,target,n_test,n_predict,n_warn,n_abstain,coverage_predict_only,coverage_warn_only,coverage_abstain_only,MAPE_all_pct,MAPE_predict_only_pct,MAPE_warn_only_pct,MAPE_abstain_only_pct,failure_rate_all,failure_rate_predict_only,failure_rate_warn_only,failure_rate_abstain_only,coverage_predict_or_warn,MAPE_predict_or_warn_pct,failure_rate_predict_or_warn
combined_G06_Re500,DelP_Pa,192,0,0,192,0.0,0.0,1.0,68.18438106348701,,,68.18438106348701,1.0,,,1.0,0.0,,
combined_G06_Re500,Nuavg,192,0,0,192,0.0,0.0,1.0,29.005076624094272,,,29.005076624094272,1.0,,,1.0,0.0,,
holdout_Re500,DelP_Pa,1152,0,187,965,0.0,0.1623263888888889,0.8376736111111112,58.37050169214336,,58.26622625115632,58.39070843562996,1.0,,1.0,1.0,0.1623263888888889,58.26622625115632,1.0
holdout_Re500,Nuavg,1152,0,186,966,0.0,0.16145833333333334,0.8385416666666666,22.25554962522673,,18.484615419195208,22.981630124524727,1.0,,1.0,1.0,0.16145833333333334,18.484615419195208,1.0
random80_20,DelP_Pa,922,718,78,126,0.7787418655097614,0.08459869848156182,0.13665943600867678,0.4313515115793473,0.32774067413342456,0.43658057506258874,1.018531784075218,0.0,0.0,0.0,0.0,0.8633405639913232,0.33840589055613157,0.0
random80_20,Nuavg,922,716,73,133,0.7765726681127982,0.07917570498915401,0.1442516268980477,0.5153089631954141,0.3977995893092017,0.7239631400726214,1.0333913450788121,0.007592190889370932,0.0013966480446927375,0.0136986301369863,0.03759398496240601,0.8557483731019523,0.42797695205410624,0.0025348542458808617
