protocol,output,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,total_test_cases,n_folds
WITHHELD_RE,DelP_Pa,-2.907005355327609,6.575758929993056,213.67194264434147,160.25092232599226,359.04353748780045,253.00060827044032,4608,4
WITHHELD_RE,Nuavg,-0.40915251811083886,1.4656984975927485,4.889791827867986,0.8021136767158119,5.609038454758921,1.0439909067174846,4608,4
