protocol,fold_name,output,R2,MAE,RMSE,n_test
WITHHELD_RE,holdout_Re100,Nuavg,-0.03748714016451915,4.318321041023216,4.876199062322065,1152
WITHHELD_RE,holdout_Re100,DelP_Pa,0.16830801068567403,98.08423495643214,174.48157420412366,1152
WITHHELD_RE,holdout_Re25,Nuavg,-2.574230144518206,4.3182949291821195,4.876172170728262,1152
WITHHELD_RE,holdout_Re25,DelP_Pa,-12.767804612854919,98.08597591096316,174.48345497206793,1152
WITHHELD_RE,holdout_Re250,Nuavg,0.4135393185188251,4.902802788294557,5.59307292064338,1152
WITHHELD_RE,holdout_Re250,DelP_Pa,0.4245296344464927,220.63142010607433,376.6062989313923,1152
WITHHELD_RE,holdout_Re500,Nuavg,0.5615678937205446,6.019748552972053,7.090709665341978,1152
WITHHELD_RE,holdout_Re500,DelP_Pa,0.5469455464123154,437.88613960389625,710.602821843618,1152
