feature,importance,importance_pct
Re,0.39737784725489056,39.737784725489064
Hp_mm,0.3295628540085494,32.956285400854945
Da,0.26882142749485843,26.882142749485848
a_mm,0.004110100630509453,0.41101006305094534
epsi,0.00010439697984958051,0.010439697984958052
Lw_mm,2.2527206932447668e-05,0.0022527206932447673
Pr,8.464244102802476e-07,8.464244102802478e-05
