feature,importance,importance_pct
Re,0.48211941989917007,48.211941989917015
Pr,0.47296884016194246,47.296884016194255
Hp_mm,0.027296886711605232,2.7296886711605235
a_mm,0.014080796600453287,1.408079660045329
Da,0.0020249807537650634,0.20249807537650635
Lw_mm,0.0014416429119360537,0.1441642911936054
epsi,6.743296112761582e-05,0.006743296112761583
